head_id,head_name,relation,tail_id,tail_name
http://purl.obolibrary.org/obo/DOID_0040019,D-mannitol allergy,has allergic trigger,http://purl.obolibrary.org/obo/CHEBI_16899,D-mannitol
http://purl.obolibrary.org/obo/DOID_0060509,melon allergy,has allergic trigger,http://purl.obolibrary.org/obo/FOODON_00002029,melon food product
http://purl.obolibrary.org/obo/DOID_0040009,lidocaine allergy,has allergic trigger,http://purl.obolibrary.org/obo/CHEBI_6456,lidocaine
http://purl.obolibrary.org/obo/DOID_0040063,4-vinylcyclohexene dioxide respiratory allergy,has allergic trigger,http://purl.obolibrary.org/obo/CHEBI_59001,4-vinylcyclohexene dioxide
http://purl.obolibrary.org/obo/DOID_0040046,nickel allergic contact dermatitis,has allergic trigger,http://purl.obolibrary.org/obo/CHEBI_28112,nickel atom
http://purl.obolibrary.org/obo/DOID_0040036,tubocurarine allergy,has allergic trigger,http://purl.obolibrary.org/obo/CHEBI_9774,tubocurarine
http://purl.obolibrary.org/obo/DOID_0040054,cobalt allergic asthma,has allergic trigger,http://purl.obolibrary.org/obo/CHEBI_27638,cobalt atom
http://purl.obolibrary.org/obo/DOID_0040073,disodium cromoglycate allergy,has allergic trigger,http://purl.obolibrary.org/obo/CHEBI_128458,disodium cromoglycate
http://purl.obolibrary.org/obo/DOID_0040056,chromium allergic contact dermatitis,has allergic trigger,http://purl.obolibrary.org/obo/CHEBI_28073,chromium atom
http://purl.obolibrary.org/obo/DOID_0060904,legume allergy,has allergic trigger,http://purl.obolibrary.org/obo/FOODON_00001264,legume food product
http://purl.obolibrary.org/obo/DOID_0040081,acid anhydride respiratory allergy,has allergic trigger,http://purl.obolibrary.org/obo/CHEBI_36606,acid anhydride
http://purl.obolibrary.org/obo/DOID_0040064,carvone allergic contact dermatitis,has allergic trigger,http://purl.obolibrary.org/obo/CHEBI_15400,(-)-carvone
http://purl.obolibrary.org/obo/DOID_0040055,palladium allergic contact dermatitis,has allergic trigger,http://purl.obolibrary.org/obo/CHEBI_33363,palladium
http://purl.obolibrary.org/obo/DOID_0040072,parthenolide allergic contact dermatitis,has allergic trigger,http://purl.obolibrary.org/obo/CHEBI_7939,parthenolide
http://purl.obolibrary.org/obo/DOID_0040037,aztreonam allergy,has allergic trigger,http://purl.obolibrary.org/obo/CHEBI_161680,aztreonam
http://purl.obolibrary.org/obo/DOID_0040045,nickel allergic asthma,has allergic trigger,http://purl.obolibrary.org/obo/CHEBI_28112,nickel atom
http://purl.obolibrary.org/obo/DOID_0040028,succinylcholine allergy,has allergic trigger,http://purl.obolibrary.org/obo/CHEBI_45652,succinylcholine
http://purl.obolibrary.org/obo/DOID_0040065,quinidine allergy,has allergic trigger,http://purl.obolibrary.org/obo/CHEBI_28593,quinidine
http://purl.obolibrary.org/obo/DOID_0040082,oxirane allergy,has allergic trigger,http://purl.obolibrary.org/obo/CHEBI_27561,oxirane
http://purl.obolibrary.org/obo/DOID_0050665,fetal alcohol syndrome,has exposure stressor,http://purl.obolibrary.org/obo/CHEBI_30879,alcohol
http://purl.obolibrary.org/obo/DOID_0040069,"1-chloro-2,4-dinitrobenzene allergic contact dermatitis",has allergic trigger,http://purl.obolibrary.org/obo/CHEBI_34718,"1-chloro-2,4-dinitrobenzene"
http://purl.obolibrary.org/obo/DOID_0040077,alcuronium bromide allergy,has allergic trigger,http://purl.obolibrary.org/obo/CHEBI_488385,alcuronium bromide
http://purl.obolibrary.org/obo/DOID_14081,toxic labyrinthitis,has exposure stressor,http://purl.obolibrary.org/obo/CHEBI_30879,alcohol
http://purl.obolibrary.org/obo/DOID_0050666,partial fetal alcohol syndrome,has exposure stressor,http://purl.obolibrary.org/obo/CHEBI_30879,alcohol
http://purl.obolibrary.org/obo/DOID_0040101,"N,N'-diphenylthiourea allergic contact dermatitis",has allergic trigger,http://purl.obolibrary.org/obo/CHEBI_138412,"N,N'-diphenylthiourea"
http://purl.obolibrary.org/obo/DOID_0040078,gallamine allergy,has allergic trigger,http://purl.obolibrary.org/obo/CHEBI_503442,gallamine
http://purl.obolibrary.org/obo/DOID_0040068,4-tert-butylphenol allergic contact dermatitis,has allergic trigger,http://purl.obolibrary.org/obo/CHEBI_34444,4-tert-butylphenol
http://purl.obolibrary.org/obo/DOID_0040059,potassium dichromate allergic contact dermatitis,has allergic trigger,http://purl.obolibrary.org/obo/CHEBI_53444,potassium dichromate
http://purl.obolibrary.org/obo/DOID_0040074,formaldehyde allergic contact dermatitis,has allergic trigger,http://purl.obolibrary.org/obo/CHEBI_16842,formaldehyde
