PMID,Sentence
17887745,"In addition, the orientation of phenyl groups of the two classes of compounds in the binding pocket were revealed to be opposite, which explained why the mutation of Pro192 displayed different sensitivity to sulfonylureas and pyrimidinylthiobenzoates."
17887745,"To our knowledge, this is the first report highlighting the binding mode of herbicidal pyrimidinylthiobenzoates, which consisted of the reported results of herbicide resistance."
16899523,"Under hypoxia, m-AlaAT catalysed only alanine synthesis while glutamate synthesis using alanine as amino donor was inhibited."
16899523,"As a result, alanine accumulated as the major amino acid in hypoxic seedlings instead of asparagine, in agreement with the involvement of the fermentative AlaAT pathway in hypoxia tolerance."
16899523,Regulation of m-AlaAT at both the transcriptional and post-translational levels allowed for an increase in gene expression and orientation of the activity of the product of its transcription towards alanine synthesis under hypoxia.
16899523,"Both enzymes seemed to be inhibited by hypoxia, resulting in a very low amount of glycine in hypoxic seedlings."
35003296,"Gushuling (GSL), a well-known hospital preparation composed of traditional Chinese medicine (TCM), has been widely used in the clinical treatment of osteoporosis (OP) for decades due to its remarkable therapeutic effect."
35003296,"By comparing the retention time, accurate mass, and fragmentation spectrum of the compounds in GSL, a total of 93 compounds were identified or preliminarily identified, including flavonoids, terpenoids, phenylpropanoids, steroids, etc."
35003296,"Oxidation, hydration, reduction, dehydration, glutathione S-conjugation, and acetylcysteine conjugation were the main transformation reactions of GSL in rat serum."
30446201,"The antipsychotic drugs have varying degrees of histamine H1-receptor, cholinergic muscarinic receptor, and α1-adrenergic receptor blocking effects, which can affect cutaneous perception and the autonomic reactivity of the skin and can be potentially beneficial in the management of certain histamine or sympathetically mediated dermatologic manifestations (eg, urticaria, pruritus, hyperhidrosis)."
30446201,"The antipsychotic drugs are most commonly used in dermatology for the management of a delusional disorder, somatic type, manifesting as delusional infestation, and as monotherapy or as augmentation therapy of selective serotonin reuptake inhibitor (SSRI) antidepressants, and for management of trichotillomania and skin-picking or excoriation disorder."
30446201,"There is earlier literature (1) on the possible beneficial effect of the phenothiazine antipsychotics in a wide range of pruritic dermatoses, and (2) the efficacy of pimozide as adjunctive therapy for metastatic melanoma, which both warrant further investigation."
18928419,"Studies regarding the pharmacological treatment of TTM in the adult or pediatric population are sparse, and there is a lack of consensus on drug treatment for TTM."
18928419,The current trend is to use selective serotonin reuptake inhibitors (SSRIs) on the basis of the current hypothesis that TTM may be a part of the obsessive compulsive spectrum of disorders.
18928419,"However, attempts to substantiate the efficacy of SSRI use in TTM has produced conflicting results."
18928419,There is increasing evidence that mood stabilizers decrease symptoms of TTM.
18928419,"This report, the first with valproic acid, indicates that this drug is potentially effective in significantly reducing symptoms of TTM in a sustained manner."
18928419,This single case report calls for further investigation regarding the utility of valproic acid in the treatment of TTM.
35364429,"1,2 diacetyl benzene (DAB) penetrates the blood-brain barrier, causing neuroinflammation, tau hyperphosphorylation, and cognitive impairment."
35364429,"Converging evidence supports the anti-inflammatory effects of B vitamins on cognitive impairment, but the effects of B vitamins on cognitive impairment induced by DAB remain unclear."
35364429,"Here, we investigated the anti-inflammatory properties of B vitamins in DAB-stimulated human neuroblastoma SH-SY5Y cells."
35364429,"In this in-silico analysis, we investigated the genes, transcription factors, miRNAs, and sponges linked with DAB, B vitamins and the pathogenesis of cognitive impairment."
35364429,"These vitamins can also modulate genes induced by DAB (IL1B, IL6, IL10, iNOS, COX2, NFκB, GSK3B, TNF, and APP) in SH-SY5Y cells."
35265656,"Malnutrition, metabolism stress, inflammation, peripheral organs dysfunction, and B vitamins deficiency significantly contribute to the progression and mortality of Alzheimer's disease (AD)."
35265656,"However, it is unclear which blood biochemical indicators are most closely related to cognitive decline and B vitamins deficiency (thiamine, folate, vitamin B12) in patients with AD."
16265639,Fluconazole is a triazole antifungal used to treat mycotic infections.
30192094,"Among concomitant medication strategies, anticholinergic medications for dystonias and parkinsonism are often effective; beta-blockers and anticholinergic medications are useful for akathisia; and metformin may lead to slight to moderate weight loss."
30192094,"The clinical utility of recently approved treatments for tardive dyskinesia, valbenazine and deutetrabenazine, is unclear."
17668289,"The work of firefighters involves the risk of exposure to the harmful effects of toxic substances as well as the possibility of enormous emotional shock from disasters, which may result in psychiatric impairments and a lower quality of life."
3810367,"Hanging was the most common method of suicide, closely followed by ingestion of toxic substances."
32737411,"The few molecular studies conducted on berries from infected vines, associated quality decreases with the repression of key genes in sugar transport and anthocyanin biosynthesis."
32737411,This way a characterization of the transcriptomic modulation by viral infections was possible and explain why our results differ significantly from previously reported repression of anthocyanin biosynthesis and sugar metabolism.
33048422,"SlMYB70 was proven to be a transcriptional repressor, dependent on the EAR repression motif, and to repress the transcription of two ethylene biosynthesis genes in fruit ripening, namely SlACS2 and SlACO3."
33048422,"These results suggest that SlMYB70 negatively regulates fruit ripening via the direct transcriptional repression of ethylene biosynthesis genes, which provides insights into the ethylene-mediated key regulatory hierarchy in climacteric fruit ripening, and also highlights different types of transcriptional regulation of fruit ripening."
33159787,Lipidomic analysis revealed that repression of SlKLUH mainly increased the contents of certain non-phosphorus glycerolipids and phospholipids and decreased the contents of four unknown lipids.
10821720,"In binding assays with rat striatal receptors, 7-methyl-6,7,8,9,14,15-hexahydro-5H-benz[d]indolo[2, 3-g]azecine (LE 300) proved to be of high affinity for the D(1) binding site (K(i) = 0.08 nmol for displacement of [(3)H]SCH23390), being superior in this assay to standards such as butaclamol and SCH23390."
