PMID,Sentence,E1,Type_E1,Relation,E2,Type_E2
12131605,"Opioid antagonists have been effective in treating urge-driven disorders, such as pathological gambling disorder, alcoholism, borderline personality disorder with self-injurious behaviour, cocaine abuse, mental retardation with self-injurious behaviour and eating disorders.",Opioid antagonists,CHEBI,treat,cocaine abuse,MENTAL_HEALTH
12131605,"Opioid antagonists have been effective in treating urge-driven disorders, such as pathological gambling disorder, alcoholism, borderline personality disorder with self-injurious behaviour, cocaine abuse, mental retardation with self-injurious behaviour and eating disorders.",Opioid antagonists,CHEBI,treat,eating disorders,MENTAL_HEALTH
12131605,"Based upon the efficacy of opioid antagonists in treating disorders associated with urges, we hypothesized that naltrexone would reduce both the urges associated with CSB and therefore reduce the sexual behaviour.",naltrexone,CHEMICAL,reduce,sexual behaviour,DISEASE
8188946,"Thus, alpha 1-, alpha 2- and beta-adrenergic receptors were found mainly in the milk purging system and hardly at all in mammary parenchyma.",alpha receptors,NUTRITION,be found in,milk purging system,MENTAL_HEALTH
17921395,Short-chain fatty acids (SCFAs) have a role in maintaining bowel health and can assist in the prevention and treatment of colonic disease.,Short-chain fatty acids,NUTRITION,assist in prevention and treatment of,colonic disease,DISEASE
32545806,The management of disruptions in the phospholipid metabolism and the inflammatory process could potentially become an individualized form of therapy in a subgroup of psychiatric patients.,phospholipid metabolism,NUTRITION,become individualized form of therapy in subgroup of,psychiatric patients,DISEASE
12943941,It has been suggested that patients with bipolar disorder may have an increased sensitivity to dopaminergic (DA) compounds.,bipolar disorder,MENTAL_HEALTH,have increased sensitivity to,dopaminergic DA compounds,CHEMICAL
18420741,We hypothesize that the safety of combined hormone therapy in postmenopausal women may be associated with a dissociation between the uterine and mammary gland activities of the progestin component.,combined hormone therapy,CHEBI,be associated with dissociation between the uterine and mammary gland activities of,progestin component,CHEBI
18420741,We hypothesize that the safety of combined hormone therapy in postmenopausal women may be associated with a dissociation between the uterine and mammary gland activities of the progestin component.,combined hormone therapy,CHEBI,be associated with,dissociation,MENTAL_HEALTH
31833826,Clinical studies that assessed supplemental use of L-methylfolate in patients with usual care-resistant depression found that it resulted in improved outcomes.,L-methylfolate,CHEMICAL,in patients with,usual care-resistant depression,MENTAL_HEALTH
18609422,"SSRIs, currently the most widely prescribed of the antidepressants, are well known for their instigation or exacerbation of insomnia.",SSRIs,CHEMICAL,be known for their instigation or exacerbation of,insomnia,MENTAL_HEALTH
18609422,"SSRIs, currently the most widely prescribed of the antidepressants, are well known for their instigation or exacerbation of insomnia.",SSRIs,CHEMICAL,prescribe of,antidepressants,CHEMICAL
18609422,"The recently introduced novel melatonin agonist and selective serotonin antagonist antidepressant, agomelatine, which has melatonin MT(1) and MT(2) receptor agonist and 5-HT(2c) antagonist properties, has been useful in treating patients with MDD.",novel melatonin agonist,CHEBI,treat patients with,MDD,DISEASE
18609422,"The recently introduced novel melatonin agonist and selective serotonin antagonist antidepressant, agomelatine, which has melatonin MT(1) and MT(2) receptor agonist and 5-HT(2c) antagonist properties, has been useful in treating patients with MDD.",novel melatonin agonist,CHEMICAL,treat patients with,MDD,DISEASE
18609422,"The recently introduced novel melatonin agonist and selective serotonin antagonist antidepressant, agomelatine, which has melatonin MT(1) and MT(2) receptor agonist and 5-HT(2c) antagonist properties, has been useful in treating patients with MDD.",selective serotonin antagonist antidepressant,CHEBI,treat patients with,MDD,DISEASE
18609422,"The recently introduced novel melatonin agonist and selective serotonin antagonist antidepressant, agomelatine, which has melatonin MT(1) and MT(2) receptor agonist and 5-HT(2c) antagonist properties, has been useful in treating patients with MDD.",selective serotonin antagonist antidepressant,CHEMICAL,treat patients with,MDD,DISEASE
18609422,"The recently introduced novel melatonin agonist and selective serotonin antagonist antidepressant, agomelatine, which has melatonin MT(1) and MT(2) receptor agonist and 5-HT(2c) antagonist properties, has been useful in treating patients with MDD.",agomelatine,CHEMICAL,treat patients with,MDD,DISEASE
22514271,Signaling via the intracellular second messenger cyclic AMP (cAMP) has long been implicated in the repression of megakaryocytic differentiation.,cyclic AMP,CHEMICAL,be implicated in,repression,MENTAL_HEALTH
31470076,"Findings from a sample of 352 smokers suggest that among intermittent, non-daily and light daily smokers, TTFC of the day was associated with higher levels of NNK metabolite, an effect which was mediated by urinary cotinine levels, but not by the number of cigarettes smoked per day.",TTFC,DISEASE,be associated with higher levels of,NNK metabolite,CHEMICAL
27133202,"Here, we examine the effects of intracerebroventricular (ICV) injection of dronabinol on serotonin (5-HT)-induced apnea.",dronabinol,CHEMICAL,have injection on,serotonin (5-HT)-induced apnea,DISEASE
27133202,"Here, we examine the effects of intracerebroventricular (ICV) injection of dronabinol on serotonin (5-HT)-induced apnea.",dronabinol,CHEMICAL,have injection on,serotonin (5-HT)-induced apnea,CHEMICAL
50419,Plasma phospholipids were examined in patients with delirium tremens in the acute phase of the disease and after recovery.,Plasma phospholipids,NUTRITION,be examined in patients with,delirium tremens,MENTAL_HEALTH
50419,"Phosphatidylethanolamine, phosphatidylinositol and the total phospholipids were diminished in comparison to patients with liver cirrhoses.",total phospholipids,NUTRITION,be diminished in comparison to patients with,liver cirrhoses,DISEASE
50419,"Phosphatidylethanolamine, phosphatidylinositol and the total phospholipids were diminished in comparison to patients with liver cirrhoses.",Phosphatidylethanolamine,NUTRITION,be diminished in comparison to patients with,liver cirrhoses,DISEASE
50419,Only in the plasma of patients with liver cirrhoses with bad prognosis (hepatic coma) similar low levels of total phospholipids were found.,total phospholipids,NUTRITION,be found in plasma of patients with liver cirrhoses with,hepatic coma,DISEASE
50419,Only in the plasma of patients with liver cirrhoses with bad prognosis (hepatic coma) similar low levels of total phospholipids were found.,total phospholipids,NUTRITION,be found in plasma of patients with,liver cirrhoses,DISEASE
50419,"It is concluded from these results, that the synthesis of phospholipids is reduced during delirium tremens.",phospholipids,NUTRITION,be reduced during,delirium tremens,MENTAL_HEALTH
35543800,This study demonstrated that sinomenine could lessen TMT-induced cognitive dysfunction which is partly due to its attenuation of hippocampal oxidative stress and neuroinflammation.,sinomenine,CHEMICAL,lessen,TMT-induced cognitive dysfunction,DISEASE
33783749,"In this study, β-cryptoxanthin has a variety of health-promoting functions such as the body fat reducing, cosmetic (whitening), and osteoporosis prevention.",β-cryptoxanthin,CHEMICAL,have in study variety of health-promoting functions such as,osteoporosis prevention,DISEASE
33783749,β-Cryptoxanthin has also been shown in human studies to have anti-exercise fatigue and diabetes prevention actions.,β-Cryptoxanthin,CHEMICAL,have,diabetes prevention,DISEASE
33783749,β-Cryptoxanthin has also been shown in human studies to have anti-exercise fatigue and diabetes prevention actions.,β-Cryptoxanthin,CHEMICAL,have,fatigue actions,MENTAL_HEALTH
12581229,"This study examines the single- and multiple-dose pharmacokinetics, safety, and tolerability of talampanel in patients with intractable epilepsy and assesses the potential for pharmacokinetic interaction.",talampanel,CHEMICAL,in patients with,intractable epilepsy,DISEASE
11471480,"The drug categories most commonly associated with a drug-induced permanent disability were antimicrobials, vaccines, central-nervous-system agents, and antineoplastics.",drug categories,CHEBI,be,antimicrobials,CHEBI
32435198,"Moreover, in chronic respiratory diseases, high ATP levels may contribute to cAMP hydrolysis and thus to a decrease in the ciliary beat frequency (CBF).",high ATP levels,CHEMICAL,contribute in chronic respiratory diseases to,cAMP hydrolysis,CHEMICAL
32435198,"Moreover, in chronic respiratory diseases, high ATP levels may contribute to cAMP hydrolysis and thus to a decrease in the ciliary beat frequency (CBF).",high ATP levels,CHEMICAL,contribute in,chronic respiratory diseases,DISEASE
23992546,"The ingestion of large amounts of boric acid, a component of household insecticides, is a rare occurrence, characterized by a diffuse desquamative skin eruption, neutropenia, thrombocytopenia, delirium, acute renal failure and prolonged ileus.",boric acid,NUTRITION,characterized by,diffuse desquamative skin eruption,DISEASE
23992546,"The ingestion of large amounts of boric acid, a component of household insecticides, is a rare occurrence, characterized by a diffuse desquamative skin eruption, neutropenia, thrombocytopenia, delirium, acute renal failure and prolonged ileus.",boric acid,NUTRITION,characterized by,delirium,MENTAL_HEALTH
23992546,"The ingestion of large amounts of boric acid, a component of household insecticides, is a rare occurrence, characterized by a diffuse desquamative skin eruption, neutropenia, thrombocytopenia, delirium, acute renal failure and prolonged ileus.",boric acid,NUTRITION,characterized by,thrombocytopenia,DISEASE
23992546,"The ingestion of large amounts of boric acid, a component of household insecticides, is a rare occurrence, characterized by a diffuse desquamative skin eruption, neutropenia, thrombocytopenia, delirium, acute renal failure and prolonged ileus.",boric acid,NUTRITION,characterized by,acute renal failure,DISEASE
23992546,"The ingestion of large amounts of boric acid, a component of household insecticides, is a rare occurrence, characterized by a diffuse desquamative skin eruption, neutropenia, thrombocytopenia, delirium, acute renal failure and prolonged ileus.",boric acid,NUTRITION,characterized by,prolonged ileus,DISEASE
23992546,"The ingestion of large amounts of boric acid, a component of household insecticides, is a rare occurrence, characterized by a diffuse desquamative skin eruption, neutropenia, thrombocytopenia, delirium, acute renal failure and prolonged ileus.",boric acid,NUTRITION,characterized by,neutropenia,DISEASE
